"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.city","Input.zipcode","Input.propertyTaxRate","Input.garageSpaces","Input.hasAssociation","Input.hasCooling","Input.hasGarage","Input.hasHeating","Input.hasSpa","Input.hasView","Input.homeType","Input.parkingSpaces","Input.yearBuilt","Input.latestPrice","Input.numPriceChanges","Input.numOfAccessibilityFeatures","Input.numOfAppliances","Input.numOfParkingFeatures","Input.numOfPatioAndPorchFeatures","Input.numOfSecurityFeatures","Input.numOfWaterfrontFeatures","Input.numOfWindowFeatures","Input.numOfCommunityFeatures","Input.lotSizeSqFt","Input.livingAreaSqFt","Input.numOfPrimarySchools","Input.numOfElementarySchools","Input.numOfMiddleSchools","Input.numOfHighSchools","Input.avgSchoolDistance","Input.avgSchoolRating","Input.avgSchoolSize","Input.MedianStudentsPerTeacher","Input.numOfBathrooms","Input.numOfBedrooms","Input.numOfStories","Input.homeImageJPG","Input.homeImage","Answer.answerPrice","Approve","Reject"
"3E9ZFLPWP591M482JUSNEKQX64TXIB","3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO","Guess home prices","Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house","$0.02","Sun Apr 25 18:52:11 PDT 2021","20","BatchId:4420749;OriginalHitTemplateId:928390877;","3600","259200","Sun May 02 18:52:11 PDT 2021","","","3KWTYT0878KXX6USOUB731NSIBWL5Y","A2ZLJQWCM8KU36","Approved","Mon Apr 26 20:56:58 PDT 2021","Mon Apr 26 20:57:58 PDT 2021","Thu Apr 29 20:57:58 PDT 2021","Thu Apr 29 20:58:39 PDT 2021","","","60","100% (42/42)","100% (42/42)","100% (42/42)","Austin","78731","1.98","0","1","0","1","0","0","0","0","0","1953","365000","5","0","5","1","1","0","0","0","0","8319","1457","1","0","1","1","1.033333333","7","1177","16","2","3","1","29342724_2a8ef12b0b415598d04ba0d8c2559501-p_f.jpg","https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29342724_2a8ef12b0b415598d04ba0d8c2559501-p_f.jpg","65000"
"3E9ZFLPWP591M482JUSNEKQX64TXIB","3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO","Guess home prices","Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house","$0.02","Sun Apr 25 18:52:11 PDT 2021","20","BatchId:4420749;OriginalHitTemplateId:928390877;","3600","259200","Sun May 02 18:52:11 PDT 2021","","","3L70J4KAZO3B50IH6940SZV91AAADG","ANVTZL6VTG48I","Approved","Sun Apr 25 20:33:28 PDT 2021","Sun Apr 25 20:33:40 PDT 2021","Wed Apr 28 20:33:40 PDT 2021","Wed Apr 28 20:34:25 PDT 2021","","","12","100% (2/2)","100% (2/2)","100% (2/2)","Austin","78731","1.98","0","1","0","1","0","0","0","0","0","1953","365000","5","0","5","1","1","0","0","0","0","8319","1457","1","0","1","1","1.033333333","7","1177","16","2","3","1","29342724_2a8ef12b0b415598d04ba0d8c2559501-p_f.jpg","https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29342724_2a8ef12b0b415598d04ba0d8c2559501-p_f.jpg","230000"
"3E9ZFLPWP591M482JUSNEKQX64TXIB","3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO","Guess home prices","Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house","$0.02","Sun Apr 25 18:52:11 PDT 2021","20","BatchId:4420749;OriginalHitTemplateId:928390877;","3600","259200","Sun May 02 18:52:11 PDT 2021","","","3LBXNTKX0ZCBYNDT53RCQBNHBF59XD","AXNAWKFN8HLJ7","Approved","Mon Apr 26 18:40:04 PDT 2021","Mon Apr 26 18:40:20 PDT 2021","Thu Apr 29 18:40:20 PDT 2021","Thu Apr 29 18:40:37 PDT 2021","","","16","100% (152/152)","100% (152/152)","100% (152/152)","Austin","78731","1.98","0","1","0","1","0","0","0","0","0","1953","365000","5","0","5","1","1","0","0","0","0","8319","1457","1","0","1","1","1.033333333","7","1177","16","2","3","1","29342724_2a8ef12b0b415598d04ba0d8c2559501-p_f.jpg","https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29342724_2a8ef12b0b415598d04ba0d8c2559501-p_f.jpg","600100"
"3E9ZFLPWP591M482JUSNEKQX64TXIB","3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO","Guess home prices","Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house","$0.02","Sun Apr 25 18:52:11 PDT 2021","20","BatchId:4420749;OriginalHitTemplateId:928390877;","3600","259200","Sun May 02 18:52:11 PDT 2021","","","3LO69W1SUBUVD3JC5QUY7YEH8EVGLK","A1FN47KACHQ5W","Approved","Sun Apr 25 21:49:59 PDT 2021","Sun Apr 25 21:50:10 PDT 2021","Wed Apr 28 21:50:10 PDT 2021","Wed Apr 28 21:50:25 PDT 2021","","","11","100% (97/97)","100% (97/97)","100% (97/97)","Austin","78731","1.98","0","1","0","1","0","0","0","0","0","1953","365000","5","0","5","1","1","0","0","0","0","8319","1457","1","0","1","1","1.033333333","7","1177","16","2","3","1","29342724_2a8ef12b0b415598d04ba0d8c2559501-p_f.jpg","https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29342724_2a8ef12b0b415598d04ba0d8c2559501-p_f.jpg","20999990"
"3E9ZFLPWP591M482JUSNEKQX64TXIB","3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO","Guess home prices","Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house","$0.02","Sun Apr 25 18:52:11 PDT 2021","20","BatchId:4420749;OriginalHitTemplateId:928390877;","3600","259200","Sun May 02 18:52:11 PDT 2021","","","3OVHNO1VEEIC68QPI1KZ9SMIA8XDZQ","A1M9DKI1CPKKTC","Submitted","Wed Apr 28 13:35:27 PDT 2021","Wed Apr 28 13:36:38 PDT 2021","Sat May 01 13:36:38 PDT 2021","","","","71","0% (0/0)","0% (0/0)","0% (0/0)","Austin","78731","1.98","0","1","0","1","0","0","0","0","0","1953","365000","5","0","5","1","1","0","0","0","0","8319","1457","1","0","1","1","1.033333333","7","1177","16","2","3","1","29342724_2a8ef12b0b415598d04ba0d8c2559501-p_f.jpg","https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29342724_2a8ef12b0b415598d04ba0d8c2559501-p_f.jpg","520000"
"3E9ZFLPWP591M482JUSNEKQX64TXIB","3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO","Guess home prices","Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house","$0.02","Sun Apr 25 18:52:11 PDT 2021","20","BatchId:4420749;OriginalHitTemplateId:928390877;","3600","259200","Sun May 02 18:52:11 PDT 2021","","","3OVHNO1VEEIC68QPI1KZ9SMIAVLZDA","A1JPCC3YC36VE7","Approved","Sun Apr 25 21:33:13 PDT 2021","Sun Apr 25 21:33:46 PDT 2021","Wed Apr 28 21:33:46 PDT 2021","Wed Apr 28 21:34:25 PDT 2021","","","33","100% (152/152)","100% (152/152)","100% (152/152)","Austin","78731","1.98","0","1","0","1","0","0","0","0","0","1953","365000","5","0","5","1","1","0","0","0","0","8319","1457","1","0","1","1","1.033333333","7","1177","16","2","3","1","29342724_2a8ef12b0b415598d04ba0d8c2559501-p_f.jpg","https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29342724_2a8ef12b0b415598d04ba0d8c2559501-p_f.jpg","12000"
"3E9ZFLPWP591M482JUSNEKQX64TXIB","3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO","Guess home prices","Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house","$0.02","Sun Apr 25 18:52:11 PDT 2021","20","BatchId:4420749;OriginalHitTemplateId:928390877;","3600","259200","Sun May 02 18:52:11 PDT 2021","","","3UWN2HHPU6MOR8VOC34U94191KJNS7","A22G8I9RALYLRB","Approved","Sun Apr 25 20:38:18 PDT 2021","Sun Apr 25 20:38:40 PDT 2021","Wed Apr 28 20:38:40 PDT 2021","Wed Apr 28 20:39:25 PDT 2021","","","22","100% (63/63)","100% (63/63)","100% (63/63)","Austin","78731","1.98","0","1","0","1","0","0","0","0","0","1953","365000","5","0","5","1","1","0","0","0","0","8319","1457","1","0","1","1","1.033333333","7","1177","16","2","3","1","29342724_2a8ef12b0b415598d04ba0d8c2559501-p_f.jpg","https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29342724_2a8ef12b0b415598d04ba0d8c2559501-p_f.jpg","430000"
"3E9ZFLPWP591M482JUSNEKQX64TXIB","3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO","Guess home prices","Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house","$0.02","Sun Apr 25 18:52:11 PDT 2021","20","BatchId:4420749;OriginalHitTemplateId:928390877;","3600","259200","Sun May 02 18:52:11 PDT 2021","","","3WEV0KO0OU9F5W4BN9QRDZPFNHDSDS","A3IQP2W3UW8485","Approved","Mon Apr 26 02:56:10 PDT 2021","Mon Apr 26 03:03:38 PDT 2021","Thu Apr 29 03:03:38 PDT 2021","Thu Apr 29 03:04:26 PDT 2021","","","448","100% (34/34)","100% (34/34)","100% (34/34)","Austin","78731","1.98","0","1","0","1","0","0","0","0","0","1953","365000","5","0","5","1","1","0","0","0","0","8319","1457","1","0","1","1","1.033333333","7","1177","16","2","3","1","29342724_2a8ef12b0b415598d04ba0d8c2559501-p_f.jpg","https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29342724_2a8ef12b0b415598d04ba0d8c2559501-p_f.jpg","80000"
"3E9ZFLPWP591M482JUSNEKQX64TXIB","3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO","Guess home prices","Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house","$0.02","Sun Apr 25 18:52:11 PDT 2021","20","BatchId:4420749;OriginalHitTemplateId:928390877;","3600","259200","Sun May 02 18:52:11 PDT 2021","","","3X4JMASXCUQMPQMF0BG183VWPCUB09","AV4P7N58PU55P","Submitted","Tue Apr 27 12:56:10 PDT 2021","Tue Apr 27 12:56:22 PDT 2021","Fri Apr 30 12:56:22 PDT 2021","","","","12","100% (63/63)","100% (63/63)","100% (63/63)","Austin","78731","1.98","0","1","0","1","0","0","0","0","0","1953","365000","5","0","5","1","1","0","0","0","0","8319","1457","1","0","1","1","1.033333333","7","1177","16","2","3","1","29342724_2a8ef12b0b415598d04ba0d8c2559501-p_f.jpg","https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29342724_2a8ef12b0b415598d04ba0d8c2559501-p_f.jpg","236000"
"3E9ZFLPWP591M482JUSNEKQX64TXIB","3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO","Guess home prices","Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house","$0.02","Sun Apr 25 18:52:11 PDT 2021","20","BatchId:4420749;OriginalHitTemplateId:928390877;","3600","259200","Sun May 02 18:52:11 PDT 2021","","","3Z7ISHFUH8C0PDUY1T9JN08HZI58ZM","A1SBWRA0JBEFIM","Submitted","Wed Apr 28 13:59:40 PDT 2021","Wed Apr 28 13:59:56 PDT 2021","Sat May 01 13:59:56 PDT 2021","","","","16","0% (0/0)","0% (0/0)","0% (0/0)","Austin","78731","1.98","0","1","0","1","0","0","0","0","0","1953","365000","5","0","5","1","1","0","0","0","0","8319","1457","1","0","1","1","1.033333333","7","1177","16","2","3","1","29342724_2a8ef12b0b415598d04ba0d8c2559501-p_f.jpg","https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29342724_2a8ef12b0b415598d04ba0d8c2559501-p_f.jpg","425000"
"36D1BWBEIUIMH7VWGK5MGN3IA4D2MM","3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO","Guess home prices","Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house","$0.02","Sun Apr 25 18:52:11 PDT 2021","20","BatchId:4420749;OriginalHitTemplateId:928390877;","3600","259200","Sun May 02 18:52:11 PDT 2021","","","32EYX73OY8QPLJFKUFGBXPO7NJARU6","A7XC73QHJNADV","Approved","Mon Apr 26 16:30:52 PDT 2021","Mon Apr 26 16:31:06 PDT 2021","Thu Apr 29 16:31:06 PDT 2021","Thu Apr 29 16:31:37 PDT 2021","","","14","100% (13/13)","100% (13/13)","100% (13/13)","Austin","78731","1.98","0","1","0","1","0","0","0","0","0","1950","685000","1","0","1","1","0","0","0","0","0","7971","1660","1","0","1","1","1.833333333","6","1196","16","2","4","1","29406017_696c0e1bc3127b83c8af6df7419c1615-p_f.jpg","https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29406017_696c0e1bc3127b83c8af6df7419c1615-p_f.jpg","175000"
"36D1BWBEIUIMH7VWGK5MGN3IA4D2MM","3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO","Guess home prices","Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house","$0.02","Sun Apr 25 18:52:11 PDT 2021","20","BatchId:4420749;OriginalHitTemplateId:928390877;","3600","259200","Sun May 02 18:52:11 PDT 2021","","","34X6J5FLP1FGV2PQ51NXLX5RAIXJQQ","A2ZLJQWCM8KU36","Submitted","Tue Apr 27 01:36:29 PDT 2021","Tue Apr 27 01:37:02 PDT 2021","Fri Apr 30 01:37:02 PDT 2021","","","","33","100% (42/42)","100% (42/42)","100% (42/42)","Austin","78731","1.98","0","1","0","1","0","0","0","0","0","1950","685000","1","0","1","1","0","0","0","0","0","7971","1660","1","0","1","1","1.833333333","6","1196","16","2","4","1","29406017_696c0e1bc3127b83c8af6df7419c1615-p_f.jpg","https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29406017_696c0e1bc3127b83c8af6df7419c1615-p_f.jpg","39000"
"36D1BWBEIUIMH7VWGK5MGN3IA4D2MM","3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO","Guess home prices","Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house","$0.02","Sun Apr 25 18:52:11 PDT 2021","20","BatchId:4420749;OriginalHitTemplateId:928390877;","3600","259200","Sun May 02 18:52:11 PDT 2021","","","369J354OFLRDUIG5IMOWIFWKIJ0G66","A3T5UAYFKJBVTA","Approved","Sun Apr 25 20:35:54 PDT 2021","Sun Apr 25 20:43:10 PDT 2021","Wed Apr 28 20:43:10 PDT 2021","Wed Apr 28 20:43:25 PDT 2021","","","436","100% (152/152)","100% (152/152)","100% (152/152)","Austin","78731","1.98","0","1","0","1","0","0","0","0","0","1950","685000","1","0","1","1","0","0","0","0","0","7971","1660","1","0","1","1","1.833333333","6","1196","16","2","4","1","29406017_696c0e1bc3127b83c8af6df7419c1615-p_f.jpg","https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29406017_696c0e1bc3127b83c8af6df7419c1615-p_f.jpg","250000"
